Date,forecast
2020-04-27,906.1008380094578
2020-04-28,906.8714003539635
2020-04-29,906.1106416202491
2020-04-30,905.2489964580044
2020-05-01,904.5286289591774
2020-05-02,904.0226019148286
2020-05-03,904.0079830599118
2020-05-04,903.3289285015431
2020-05-05,904.0174652927872
2020-05-06,903.1702060466348
2020-05-07,902.2177242223239
2020-05-08,901.4024127774693
2020-05-09,900.7976525872174
2020-05-10,900.6809164273093
2020-05-11,899.8968485385783
2020-05-12,900.4780415859677
2020-05-13,899.5217437982103
2020-05-14,898.459224862597
2020-05-15,897.533623270104
2020-05-16,896.8191015805326
2020-05-17,896.593935544159
2020-05-18,895.7035773104125
2020-05-19,896.1814148223299
2020-05-20,895.1254605377042
2020-05-21,893.9676984687975
2020-05-22,892.9519127066993
2020-05-23,892.1528244123293
2020-05-24,891.8491637503814
2020-05-25,890.8867175477011
2020-05-26,891.299075319767
2020-05-27,890.1843073266365
2020-05-28,888.9743041274194
2020-05-29,887.9126012153412
2020-05-30,887.0735160526397
2020-05-31,886.7352242244463
2020-06-01,885.7428156285366
2020-06-02,886.1290533613841
2020-06-03,884.9910688530583
2020-06-04,883.7597224815885
2020-06-05,882.6774528809956
2020-06-06,881.8174417692419
2020-06-07,881.456720405238
2020-06-08,880.439257877298
2020-06-09,880.7967530804372
2020-06-10,879.625363063039
2020-06-11,878.3550960551156
2020-06-12,877.227691452251
2020-06-13,876.3158126464027
2020-06-14,875.8961779100442
2020-06-15,874.8126686934204
2020-06-16,875.097136436939
2020-06-17,873.846139936046
2020-06-18,872.4903410634633
2020-06-19,871.2723807708287
2020-06-20,870.2660610806257
2020-06-21,869.7494582778804
2020-06-22,868.5680068546046
2020-06-23,868.755275693788
2020-06-24,867.4096691029602
2020-06-25,865.9637812529248
2020-06-26,864.6622268579554
2020-06-27,863.5807748658339
2020-06-28,862.9994115432281
2020-06-29,861.7653737752315
2020-06-30,861.9138753889586
2020-07-01,860.5447604570389
2020-07-02,859.0918134683221
2020-07-03,857.8005504829738
2020-07-04,856.7473192330766
2020-07-05,856.2123356243754
2020-07-06,855.0426983719502
2020-07-07,855.2731053088835
2020-07-08,854.0025058428017
2020-07-09,852.6634197373559
2020-07-10,851.4997463819888
2020-07-11,850.5858923068873
2020-07-12,850.1998439430643
2020-07-13,849.1862266599089
2020-07-14,849.5770726869462
2020-07-15,848.4685312506191
2020-07-16,847.2902497732064
2020-07-17,846.2832488132667
2020-07-18,845.5191169030304
2020-07-19,845.2731506043818
2020-07-20,844.3874791036719
2020-07-21,844.8918942518435
2020-07-22,843.8806177374342
2020-07-23,842.781732698508
2020-07-24,841.8351010568495
2020-07-25,841.1115915184646
2020-07-26,840.8862425706592
2020-07-27,840.0013990545659
2020-07-28,840.4875427517447
2020-07-29,839.4400484947872
2020-07-30,838.2885932293896
2020-07-31,837.2750397328678
2020-08-01,836.4726206477559
2020-08-02,836.1590481533457
2020-08-03,835.1795891018483
2020-08-04,835.5678275306626
2020-08-05,834.4223477224818
2020-08-06,833.1760670492542
2020-08-07,832.0740422140524
2020-08-08,831.19257650951
2020-08-09,830.8122553751523
2020-08-10,829.7809519870929
2020-08-11,830.1345265949585
2020-08-12,828.9734544285062
2020-08-13,827.7321128633492
2020-08-14,826.6565526753775
2020-08-15,825.8235819464572
2020-08-16,825.5137905484813
2020-08-17,824.5745572662867
2020-08-18,825.04076327217
2020-08-19,824.0114464417724
2020-08-20,822.9191265440113
2020-08-21,822.0076251700234
2020-08-22,821.3512077148587
2020-08-23,821.2276738385494
2020-08-24,820.4814367532938
2020-08-25,821.1443131679833
2020-08-26,820.3122563798582
2020-08-27,819.414760481014
2020-08-28,818.692757469657
2020-08-29,818.2178325507169
2020-08-30,818.2653821235244
2020-08-31,817.6777530271219
2020-09-01,818.4850832988716
2020-09-02,817.7820756043409
2020-09-03,816.9974302543291
2020-09-04,816.3717588561268
2020-09-05,815.9768034702139
2020-09-06,816.0885856977926
2020-09-07,815.5505245409365
2020-09-08,816.39424389848
2020-09-09,815.7163017833828
2020-09-10,814.9475694002207
2020-09-11,814.331082614687
2020-09-12,813.9411923926956
2020-09-13,814.0566405160256
2020-09-14,813.5236014214607
2020-09-15,814.3764131008677
2020-09-16,813.7142312342247
2020-09-17,812.9703367358479
2020-09-18,812.3899211861869
2020-09-19,812.0491785134765
