Date,forecast
2020-10-25,817.2719299347845
2020-10-26,817.3503549215286
2020-10-27,818.8232673082015
2020-10-28,818.7897545595434
2020-10-29,818.6832054554326
2020-10-30,818.7480217671653
2020-10-31,819.0595857022557
2020-11-01,819.8971419710268
2020-11-02,820.1066033816786
2020-11-03,821.7215005123826
2020-11-04,821.8393561730596
2020-11-05,821.8917075752088
2020-11-06,822.1208722176932
2020-11-07,822.5999761274496
2020-11-08,823.6059015612848
2020-11-09,823.9821611923339
2020-11-10,825.7599173641277
2020-11-11,826.0344251323439
2020-11-12,826.2351200497196
2020-11-13,826.6024448245495
2020-11-14,827.2079317525103
2020-11-15,828.3271964765306
2020-11-16,828.8028487784854
2020-11-17,830.6655379346531
2020-11-18,831.0104106027878
2020-11-19,831.2672017638694
2020-11-20,831.677052748822
2020-11-21,832.3125734845888
2020-11-22,833.4508050776028
2020-11-23,833.9360893139376
2020-11-24,835.8010637715478
2020-11-25,836.1430619308991
2020-11-26,836.3941404403645
2020-11-27,836.7978293690476
2020-11-28,837.4291245018958
2020-11-29,838.5673797795513
2020-11-30,839.0591084549125
2020-12-01,840.9389136062982
2020-12-02,841.3058292353516
2020-12-03,841.5932957931285
2020-12-04,842.0458674519798
2020-12-05,842.7391714189772
2020-12-06,843.9527783552184
2020-12-07,844.5329931286852
2020-12-08,846.5137868716184
2020-12-09,846.9931515671359
2020-12-10,847.4031006712789
2020-12-11,847.9864124251861
2020-12-12,848.8166351839349
2020-12-13,850.1710125769457
2020-12-14,850.893336233106
2020-12-15,853.014945343288
2020-12-16,853.6311524300597
2020-12-17,854.1713168707167
2020-12-18,854.8756608176035
2020-12-19,855.8153448364093
2020-12-20,857.2654591320734
2020-12-21,858.0679362646201
2020-12-22,860.2526029615524
2020-12-23,860.9136489417831
2020-12-24,861.4797330932366
2020-12-25,862.1908207284415
2020-12-26,863.1182686283116
2020-12-27,864.537813459588
2020-12-28,865.2924695174158
2020-12-29,867.4135537811026
2020-12-30,867.9971169007445
2020-12-31,868.4740014613473
