colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,subsample,mape,rmse,status
0.9,0.05,5,5,600,0.8,1.1192636233810263,12.016521428215961,ok
0.9,0.05,5,5,600,0.9,1.1363663816465541,12.155563717975188,ok
0.9,0.05,5,5,600,1.0,1.1351360801284167,12.125129058258048,ok
0.9,0.05,5,5,900,0.8,1.142916462960097,12.261165415109183,ok
0.9,0.05,5,5,900,0.9,1.1640334780815103,12.399453974885185,ok
0.9,0.05,5,5,900,1.0,1.1541570898179043,12.330305139988733,ok
0.9,0.05,5,10,300,0.8,1.0977830949150527,11.753134284170272,ok
0.9,0.05,5,10,300,0.9,1.1040968167240424,11.835183280932508,ok
0.9,0.05,5,10,300,1.0,1.1100816649935215,11.831595020841252,ok
0.9,0.05,5,10,600,0.8,1.1258238989227964,12.01029692961122,ok
0.9,0.05,5,10,600,0.9,1.1353365203722787,12.185146310822727,ok
0.9,0.05,5,10,600,1.0,1.1534931967990258,12.238436447617167,ok
0.9,0.05,5,10,900,0.8,1.1470726330383523,12.217175258329734,ok
0.9,0.05,5,10,900,0.9,1.1538003503760283,12.374993758155819,ok
0.9,0.05,5,10,900,1.0,1.1673081474312204,12.393988440878251,ok
0.9,0.05,7,1,300,0.8,1.1893957393639365,12.745521150680075,ok
0.9,0.05,7,1,300,0.9,1.1913132748374662,12.586949593139583,ok
0.9,0.05,7,1,300,1.0,1.190574250132352,12.675914183979863,ok
0.9,0.05,7,1,600,0.8,1.2198459234062642,12.966930492424478,ok
0.9,0.05,7,1,600,0.9,1.2278485079350667,12.909185832292511,ok
0.9,0.05,7,1,600,1.0,1.2167420696773235,12.930925228518086,ok
0.9,0.05,7,1,900,0.8,1.2315806997377154,13.073354557131331,ok
0.9,0.05,7,1,900,0.9,1.2382547432853408,13.014439514435656,ok
0.9,0.05,7,1,900,1.0,1.2283042313959616,13.016415766445938,ok
0.9,0.05,7,5,300,0.8,1.1096332741557848,11.980300198683185,ok
0.9,0.05,7,5,300,0.9,1.1255647716905623,11.994000998607646,ok
0.9,0.05,7,5,300,1.0,1.1558785693973266,12.292959009128207,ok
0.9,0.05,7,5,600,0.8,1.1499644688196315,12.328124159460335,ok
0.9,0.05,7,5,600,0.9,1.1578468499277972,12.30735710236526,ok
0.9,0.05,7,5,600,1.0,1.181540517480351,12.572827831148022,ok
0.9,0.05,7,5,900,0.8,1.1724006062649692,12.506310359673925,ok
0.9,0.05,7,5,900,0.9,1.1796620221798515,12.516134088376438,ok
0.9,0.05,7,5,900,1.0,1.1925850273546297,12.665143124951046,ok
0.9,0.05,7,10,300,0.8,1.1045932817049025,11.805630927052198,ok
0.9,0.05,7,10,300,0.9,1.126657990984986,12.001728067440178,ok
0.9,0.05,7,10,300,1.0,1.1241779494206552,11.944607938938592,ok
0.9,0.05,7,10,600,0.8,1.1536638950222293,12.287319849596361,ok
0.9,0.05,7,10,600,0.9,1.1666925858539945,12.379659874063442,ok
0.9,0.05,7,10,600,1.0,1.1663022401968905,12.287706041014072,ok
0.9,0.05,7,10,900,0.8,1.1728231294177018,12.455013198625297,ok
0.9,0.05,7,10,900,0.9,1.181576190915615,12.506540030921274,ok
0.9,0.05,7,10,900,1.0,1.1761587873380632,12.400396779653331,ok
0.9,0.1,3,1,300,0.8,1.1359052632164504,12.193142526738837,ok
0.9,0.1,3,1,300,0.9,1.1220880311836956,12.100145137403945,ok
0.9,0.1,3,1,300,1.0,1.1357112071072273,12.126674119919452,ok
0.9,0.1,3,1,600,0.8,1.1575569280922329,12.443859256339127,ok
0.9,0.1,3,1,600,0.9,1.1321303082260465,12.26307900065453,ok
0.9,0.1,3,1,600,1.0,1.171354818910927,12.504310010848071,ok
0.9,0.1,3,1,900,0.8,1.1768007395460256,12.670380295569244,ok
0.9,0.1,3,1,900,0.9,1.1656103841522472,12.598643004306311,ok
0.9,0.1,3,1,900,1.0,1.2097970377269893,12.903509583099014,ok
0.9,0.1,3,5,300,0.8,1.0981528327322854,11.810368696525025,ok
0.9,0.1,3,5,300,0.9,1.1105986374558938,11.981031718382535,ok
0.9,0.1,3,5,300,1.0,1.117314966457935,11.949156630726813,ok
0.9,0.1,3,5,600,0.8,1.1343275279073972,12.237880325105468,ok
0.9,0.1,3,5,600,0.9,1.1381004297447908,12.318869199927514,ok
0.9,0.1,3,5,600,1.0,1.1509508290656765,12.353083391938426,ok
0.9,0.1,3,5,900,0.8,1.1535459286103504,12.39602490168298,ok
0.9,0.1,3,5,900,0.9,1.1506687113156353,12.557302486986293,ok
0.9,0.1,3,5,900,1.0,1.165801583361628,12.56963298493454,ok
0.9,0.1,3,10,300,0.8,1.105802928552357,11.754326020178114,ok
0.9,0.1,3,10,300,0.9,1.094740110970032,11.78700175301008,ok
0.9,0.1,3,10,300,1.0,1.118238454470025,11.874720409091326,ok
0.9,0.1,3,10,600,0.8,1.1306788423138054,12.066226413936619,ok
0.9,0.1,3,10,600,0.9,1.1147769281343156,12.049849187451882,ok
0.9,0.1,3,10,600,1.0,1.159198572991167,12.311473478473763,ok
0.9,0.1,3,10,900,0.8,1.1528121804111413,12.293587531419687,ok
0.9,0.1,3,10,900,0.9,1.1366990491960514,12.307542234453853,ok
0.9,0.1,3,10,900,1.0,1.170875052882605,12.461828705531943,ok
0.9,0.1,5,1,300,0.8,1.2011560773742764,12.74802911460682,ok
0.9,0.1,5,1,300,0.9,1.1769246379900242,12.527241370869532,ok
0.9,0.1,5,1,300,1.0,1.1836245405871884,12.595623488607936,ok
0.9,0.1,5,1,600,0.8,1.2161570967784139,12.947192991900703,ok
0.9,0.1,5,1,600,0.9,1.2064253702348224,12.825035033616034,ok
0.9,0.1,5,1,600,1.0,1.2220007832498012,12.978662823012455,ok
0.9,0.1,5,1,900,0.8,1.2164062200264774,12.951775336978852,ok
0.9,0.1,5,1,900,0.9,1.2191477672990063,12.941641209572074,ok
0.9,0.1,5,1,900,1.0,1.2370723086078383,13.13349860756543,ok
0.9,0.1,5,5,300,0.8,1.1730203570620523,12.466619703116816,ok
0.9,0.1,5,5,300,0.9,1.1556771972595958,12.330344704161789,ok
0.9,0.1,5,5,300,1.0,1.170406369690307,12.460709385851027,ok
0.9,0.1,5,5,600,0.8,1.218634360581573,12.92217590630503,ok
0.9,0.1,5,5,600,0.9,1.17639172356689,12.572212413705264,ok
0.9,0.1,5,5,600,1.0,1.1942611775154983,12.632082328570693,ok
0.9,0.1,5,5,900,0.8,1.2363976788858082,13.104610008648267,ok
0.9,0.1,5,5,900,0.9,1.19262260915328,12.745315608071387,ok
0.9,0.1,5,5,900,1.0,1.2070000526476148,12.793460564772078,ok
0.9,0.1,5,10,300,0.8,1.1310714687819843,12.039156170952802,ok
0.9,0.1,5,10,300,0.9,1.1332265270482489,12.152028898744144,ok
0.9,0.1,5,10,300,1.0,1.1383568867102758,12.076557231443203,ok
0.9,0.1,5,10,600,0.8,1.1761036817589003,12.505454974786526,ok
0.9,0.1,5,10,600,0.9,1.1635614729999029,12.496887519293232,ok
0.9,0.1,5,10,600,1.0,1.1708717059898213,12.44147906917885,ok
0.9,0.1,5,10,900,0.8,1.2044158704019976,12.772055366323016,ok
0.9,0.1,5,10,900,0.9,1.1869848263234732,12.713067049934907,ok
0.9,0.1,5,10,900,1.0,1.1918453322386813,12.700242123516924,ok
0.9,0.1,7,1,300,0.8,1.243321768282398,13.295454167067575,ok
0.9,0.1,7,1,300,0.9,1.2344414214188848,13.121676296688289,ok
0.9,0.1,7,1,300,1.0,1.2228496086916518,12.936390862928446,ok
0.9,0.1,7,1,600,0.8,1.2520022717820851,13.409081426605773,ok
0.9,0.1,7,1,600,0.9,1.2448585102298757,13.22824174731373,ok
0.9,0.1,7,1,600,1.0,1.243438099826533,13.105533233526614,ok
0.9,0.1,7,1,900,0.8,1.2546014733494604,13.43015031678918,ok
0.9,0.1,7,1,900,0.9,1.2447800914306335,13.232047679072828,ok
0.9,0.1,7,1,900,1.0,1.2509261197976973,13.160839288133433,ok
0.9,0.1,7,5,300,0.8,1.175461408064592,12.57231837417626,ok
0.9,0.1,7,5,300,0.9,1.1630556712058224,12.542158943649873,ok
0.9,0.1,7,5,300,1.0,1.186557714033267,12.66405881233439,ok
0.9,0.1,7,5,600,0.8,1.1985524157967118,12.758732064926374,ok
0.9,0.1,7,5,600,0.9,1.1921518184194326,12.794735935068113,ok
0.9,0.1,7,5,600,1.0,1.2074429005877403,12.84720598344735,ok
0.9,0.1,7,5,900,0.8,1.2026457392952472,12.798233994284061,ok
0.9,0.1,7,5,900,0.9,1.1984424512533964,12.850532716941746,ok
0.9,0.1,7,5,900,1.0,1.2144098814811,12.890333996614356,ok
0.9,0.1,7,10,300,0.8,1.1652992539338032,12.385478739957017,ok
0.9,0.1,7,10,300,0.9,1.1529012330428114,12.392274563154073,ok
0.9,0.1,7,10,300,1.0,1.1706773438385178,12.332947876923733,ok
0.9,0.1,7,10,600,0.8,1.2073237635110434,12.809082776047893,ok
0.9,0.1,7,10,600,0.9,1.1923727699478488,12.743828849377655,ok
0.9,0.1,7,10,600,1.0,1.1995648162131984,12.630627493685719,ok
0.9,0.1,7,10,900,0.8,1.2177731040067044,12.905435153245573,ok
0.9,0.1,7,10,900,0.9,1.2078617539859156,12.878909332523099,ok
0.9,0.1,7,10,900,1.0,1.206779559238675,12.733043516809808,ok
1.0,0.03,3,1,300,0.8,1.0722861896752045,11.511527414152715,ok
1.0,0.03,3,1,300,0.9,1.0753559417561083,11.529352594803775,ok
1.0,0.03,3,1,300,1.0,1.074852574050687,11.515766573739391,ok
1.0,0.03,3,1,600,0.8,1.07259031149095,11.569233281522752,ok
1.0,0.03,3,1,600,0.9,1.0852212630411497,11.679182712690187,ok
1.0,0.03,3,1,600,1.0,1.088623727065632,11.722365007424415,ok
1.0,0.03,3,1,900,0.8,1.0834167957871172,11.69390456443196,ok
1.0,0.03,3,1,900,0.9,1.1004876145583156,11.85450934034666,ok
1.0,0.03,3,1,900,1.0,1.1043853362006981,11.879925185408709,ok
1.0,0.03,3,5,300,0.8,1.060354680149932,11.366474271057678,ok
1.0,0.03,3,5,300,0.9,1.065794732144664,11.402170723352373,ok
1.0,0.03,3,5,300,1.0,1.071654637504628,11.454262340486085,ok
1.0,0.03,3,5,600,0.8,1.0629763458447936,11.48273923498603,ok
1.0,0.03,3,5,600,0.9,1.0712519187285483,11.539941217118365,ok
1.0,0.03,3,5,600,1.0,1.0842298540382929,11.655361690331057,ok
1.0,0.03,3,5,900,0.8,1.0716639963188284,11.563020321785144,ok
1.0,0.03,3,5,900,0.9,1.0815331911565769,11.710348312922092,ok
1.0,0.03,3,5,900,1.0,1.096909738586804,11.815911891061795,ok
1.0,0.03,3,10,300,0.8,1.0655741499155569,11.418798271034635,ok
1.0,0.03,3,10,300,0.9,1.0689478010557636,11.408271665626424,ok
1.0,0.03,3,10,300,1.0,1.0663226293927932,11.391438477314413,ok
1.0,0.03,3,10,600,0.8,1.071281416280972,11.504599403691618,ok
1.0,0.03,3,10,600,0.9,1.0771443346661735,11.55328811574206,ok
1.0,0.03,3,10,600,1.0,1.079689293983613,11.56463052280966,ok
1.0,0.03,3,10,900,0.8,1.0753293559727084,11.563052740512477,ok
1.0,0.03,3,10,900,0.9,1.0844077089688364,11.651223154777579,ok
1.0,0.03,3,10,900,1.0,1.0954126772227435,11.740168740506924,ok
1.0,0.03,5,1,300,0.8,1.102970728703433,11.825457838831662,ok
1.0,0.03,5,1,300,0.9,1.1166166281245398,12.015281087991369,ok
1.0,0.03,5,1,300,1.0,1.1229297862618413,12.029740383176518,ok
1.0,0.03,5,1,600,0.8,1.120017804552575,12.022166121707945,ok
1.0,0.03,5,1,600,0.9,1.1403670636656176,12.233149415145382,ok
1.0,0.03,5,1,600,1.0,1.1641622289844198,12.443209942283676,ok
1.0,0.03,5,1,900,0.8,1.1451337016815244,12.248377437057998,ok
1.0,0.03,5,1,900,0.9,1.1646094668340967,12.446600150743228,ok
1.0,0.03,5,1,900,1.0,1.181820425539367,12.645825297804576,ok
1.0,0.03,5,5,300,0.8,1.0787084806531975,11.583091346609594,ok
1.0,0.03,5,5,300,0.9,1.0855560645420659,11.668689028828801,ok
1.0,0.03,5,5,300,1.0,1.0994959358860792,11.811091425224387,ok
1.0,0.03,5,5,600,0.8,1.1003892886443738,11.780846583520283,ok
1.0,0.03,5,5,600,0.9,1.102223732745578,11.845793796445989,ok
1.0,0.03,5,5,600,1.0,1.1382410772683993,12.169575113721523,ok
1.0,0.03,5,5,900,0.8,1.1142090567001237,11.961569111407536,ok
1.0,0.03,5,5,900,0.9,1.1237717704378314,12.037022797474378,ok
1.0,0.03,5,5,900,1.0,1.1491073304356094,12.28336468016155,ok
1.0,0.03,5,10,300,0.8,1.0765017149242995,11.574552661103445,ok
1.0,0.03,5,10,300,0.9,1.077027094321859,11.532702607294043,ok
1.0,0.03,5,10,300,1.0,1.0907952216944385,11.692990158499658,ok
1.0,0.03,5,10,600,0.8,1.1029458544144775,11.825187165883523,ok
1.0,0.03,5,10,600,0.9,1.1078273552260496,11.858909592796978,ok
1.0,0.03,5,10,600,1.0,1.124188491436209,11.951937667810745,ok
1.0,0.03,5,10,900,0.8,1.1148874325550089,11.97163902031565,ok
1.0,0.03,5,10,900,0.9,1.124392246792977,12.00369788817977,ok
1.0,0.03,5,10,900,1.0,1.1453165849818627,12.183959727756775,ok
1.0,0.03,7,1,300,0.8,1.154559069878149,12.379387002210995,ok
1.0,0.03,7,1,300,0.9,1.1641395082498083,12.439169954042622,ok
1.0,0.03,7,1,300,1.0,1.1579484500571269,12.353752964920862,ok
1.0,0.03,7,1,600,0.8,1.1712258756800529,12.583951652723913,ok
1.0,0.03,7,1,600,0.9,1.1949998329215792,12.696501231703287,ok
1.0,0.03,7,1,600,1.0,1.1889889124297262,12.591614150295252,ok
1.0,0.03,7,1,900,0.8,1.1903855908549117,12.738842652592881,ok
1.0,0.03,7,1,900,0.9,1.211458036424689,12.832014099511376,ok
1.0,0.03,7,1,900,1.0,1.194828226543931,12.665691596662931,ok
1.0,0.03,7,5,300,0.8,1.0976710524398157,11.73021237273234,ok
1.0,0.03,7,5,300,0.9,1.1030183253894237,11.788275631784671,ok
1.0,0.03,7,5,300,1.0,1.1133918495220911,11.857987562053754,ok
1.0,0.03,7,5,600,0.8,1.1215217237284039,11.990698578148281,ok
1.0,0.03,7,5,600,0.9,1.1274374642807359,12.040828769273485,ok
1.0,0.03,7,5,600,1.0,1.1336157218135248,12.06182664894382,ok
1.0,0.03,7,5,900,0.8,1.1481640205570751,12.250457749566394,ok
1.0,0.03,7,5,900,0.9,1.145085445489192,12.215482229893928,ok
1.0,0.03,7,5,900,1.0,1.1512008670980045,12.255151036071299,ok
1.0,0.03,7,10,300,0.8,1.0853846736426034,11.635803094616033,ok
1.0,0.03,7,10,300,0.9,1.103896321374875,11.7417319935102,ok
1.0,0.03,7,10,300,1.0,1.1023040570601816,11.745601087686307,ok
1.0,0.03,7,10,600,0.8,1.1117369983905734,11.866915171623571,ok
1.0,0.03,7,10,600,0.9,1.1290551997131102,11.97689497753176,ok
1.0,0.03,7,10,600,1.0,1.1527449473420401,12.145455525872393,ok
1.0,0.03,7,10,900,0.8,1.1302802287218028,12.04638423032573,ok
1.0,0.03,7,10,900,0.9,1.146773325901832,12.16743823662458,ok
1.0,0.03,7,10,900,1.0,1.1785249164761935,12.384422710151107,ok
1.0,0.05,3,1,300,0.8,1.0779772525441205,11.55834881989917,ok
1.0,0.05,3,1,300,0.9,1.08500174688274,11.65665128703627,ok
1.0,0.05,3,1,300,1.0,1.087508263285867,11.66785655403798,ok
1.0,0.05,3,1,600,0.8,1.0943909350487204,11.80061340477882,ok
1.0,0.05,3,1,600,0.9,1.1118332112936735,11.981869048304366,ok
1.0,0.05,3,1,600,1.0,1.1237402310826206,12.057950410925363,ok
1.0,0.05,3,1,900,0.8,1.104638097779789,11.897203343773242,ok
1.0,0.05,3,1,900,0.9,1.1376448134345665,12.251153145142746,ok
1.0,0.05,3,1,900,1.0,1.145666585541893,12.291555538614764,ok
1.0,0.05,3,5,300,0.8,1.064295550290734,11.448909537842571,ok
1.0,0.05,3,5,300,0.9,1.0722491064526967,11.509553387178343,ok
1.0,0.05,3,5,300,1.0,1.0856969858956127,11.664700477551108,ok
1.0,0.05,3,5,600,0.8,1.085356149464341,11.738515554762062,ok
1.0,0.05,3,5,600,0.9,1.0824409966166455,11.708093798926718,ok
1.0,0.05,3,5,600,1.0,1.106012198476617,11.927703991661401,ok
1.0,0.05,3,5,900,0.8,1.09901869849983,11.888848344304542,ok
1.0,0.05,3,5,900,0.9,1.1024570632333182,11.927589732986398,ok
1.0,0.05,3,5,900,1.0,1.123210653059583,12.130718540476359,ok
1.0,0.05,3,10,300,0.8,1.0707207041202709,11.48993617474567,ok
1.0,0.05,3,10,300,0.9,1.0767788565812337,11.507437331092436,ok
1.0,0.05,3,10,300,1.0,1.0784496406414574,11.541810675123727,ok
1.0,0.05,3,10,600,0.8,1.0857997374020278,11.693899629322509,ok
1.0,0.05,3,10,600,0.9,1.0937884582661928,11.766441497668682,ok
1.0,0.05,3,10,600,1.0,1.1069927507840318,11.85711095694754,ok
1.0,0.05,3,10,900,0.8,1.0940084728215578,11.806514976799166,ok
1.0,0.05,3,10,900,0.9,1.1084823458417272,11.924142168773088,ok
1.0,0.05,3,10,900,1.0,1.1309970478918696,12.137215484916451,ok
1.0,0.05,5,1,300,0.8,1.138524953934762,12.282666265831526,ok
1.0,0.05,5,1,300,0.9,1.1306740389313317,12.152806724371446,ok
1.0,0.05,5,1,300,1.0,1.1432433545692826,12.234843941251942,ok
1.0,0.05,5,1,600,0.8,1.1632487266156544,12.514798072388611,ok
1.0,0.05,5,1,600,0.9,1.1564391199419268,12.42874996419524,ok
1.0,0.05,5,1,600,1.0,1.1645894488051298,12.46520525409239,ok
1.0,0.05,5,1,900,0.8,1.1876647810246757,12.741866008533988,ok
1.0,0.05,5,1,900,0.9,1.170307193882324,12.605995602570758,ok
1.0,0.05,5,1,900,1.0,1.1911678988604786,12.718304081610299,ok
1.0,0.05,5,5,300,0.8,1.0852417998006423,11.65511394208914,ok
1.0,0.05,5,5,300,0.9,1.1113597607479906,11.865538473985167,ok
1.0,0.05,5,5,300,1.0,1.1542199131635984,12.346068151741346,ok
1.0,0.05,5,5,600,0.8,1.1060836734006683,11.918939171786107,ok
1.0,0.05,5,5,600,0.9,1.1322782605059225,12.10726448730318,ok
1.0,0.05,5,5,600,1.0,1.175084969811256,12.557738930183703,ok
1.0,0.05,5,5,900,0.8,1.1258631293897228,12.112730827544553,ok
1.0,0.05,5,5,900,0.9,1.150837831052379,12.279924607977454,ok
1.0,0.05,5,5,900,1.0,1.2042795553511811,12.830495917390706,ok
1.0,0.05,5,10,300,0.8,1.0791849920145329,11.579164430198345,ok
1.0,0.05,5,10,300,0.9,1.1190233145407842,11.886846172735238,ok
1.0,0.05,5,10,300,1.0,1.1366168532237695,12.083609389815283,ok
1.0,0.05,5,10,600,0.8,1.117036193544809,11.906460477797847,ok
1.0,0.05,5,10,600,0.9,1.1467151333301926,12.228226080130451,ok
1.0,0.05,5,10,600,1.0,1.1633833675447205,12.355760235386956,ok
1.0,0.05,5,10,900,0.8,1.1313645567610287,12.03835750790567,ok
1.0,0.05,5,10,900,0.9,1.1637904170644737,12.410448435848643,ok
1.0,0.05,5,10,900,1.0,1.176853211897817,12.491775040210186,ok
1.0,0.05,7,1,300,0.8,1.1866388748717138,12.66465386766844,ok
1.0,0.05,7,1,300,0.9,1.169756435835229,12.585420054046066,ok
1.0,0.05,7,1,300,1.0,1.1707035057975756,12.534195641778847,ok
1.0,0.05,7,1,600,0.8,1.2053673525850266,12.890190113400008,ok
1.0,0.05,7,1,600,0.9,1.1927507306106118,12.824449962438953,ok
1.0,0.05,7,1,600,1.0,1.199617659960108,12.773441808831754,ok
1.0,0.05,7,1,900,0.8,1.2108872280306215,12.960079965425379,ok
1.0,0.05,7,1,900,0.9,1.2120284051468329,12.980102688443674,ok
1.0,0.05,7,1,900,1.0,1.2130681968285772,12.903245245446872,ok
1.0,0.05,7,5,300,0.8,1.1059424209358484,11.835116812378798,ok
1.0,0.05,7,5,300,0.9,1.1227499535261118,12.01007908682333,ok
1.0,0.05,7,5,300,1.0,1.1656632511421272,12.38331435549198,ok
1.0,0.05,7,5,600,0.8,1.1405226468688459,12.17156870867419,ok
1.0,0.05,7,5,600,0.9,1.1473001625166623,12.230481914935634,ok
1.0,0.05,7,5,600,1.0,1.1975708063620922,12.719589830598396,ok
1.0,0.05,7,5,900,0.8,1.1574076447190809,12.331593689823015,ok
1.0,0.05,7,5,900,0.9,1.1599306773088456,12.378105140085493,ok
1.0,0.05,7,5,900,1.0,1.2150098685932076,12.909796888391217,ok
1.0,0.05,7,10,300,0.8,1.1008238480629282,11.746038729671845,ok
1.0,0.05,7,10,300,0.9,1.1224786979612684,11.967935129740628,ok
1.0,0.05,7,10,300,1.0,1.1479308748124828,12.156402456709053,ok
1.0,0.05,7,10,600,0.8,1.141068295632245,12.135013281993677,ok
1.0,0.05,7,10,600,0.9,1.1636418331695242,12.351566640506995,ok
1.0,0.05,7,10,600,1.0,1.1884300516909676,12.52763596999699,ok
1.0,0.05,7,10,900,0.8,1.156650841048173,12.278365743102189,ok
1.0,0.05,7,10,900,0.9,1.174532378491553,12.484032575697709,ok
1.0,0.05,7,10,900,1.0,1.2057359429534937,12.689056504203068,ok
1.0,0.1,3,1,300,0.8,1.1294510703268936,12.08100006448043,ok
1.0,0.1,3,1,300,0.9,1.1143110169635888,11.911369738745332,ok
1.0,0.1,3,1,300,1.0,1.1333825160929758,12.093143261024911,ok
1.0,0.1,3,1,600,0.8,1.1626497408666674,12.449847343737623,ok
1.0,0.1,3,1,600,0.9,1.14005579649212,12.204254496186941,ok
1.0,0.1,3,1,600,1.0,1.1907513923527038,12.709295630463119,ok
1.0,0.1,3,1,900,0.8,1.1806922934372241,12.621071136995173,ok
1.0,0.1,3,1,900,0.9,1.1735944463363595,12.523250807739824,ok
1.0,0.1,3,1,900,1.0,1.2366858771503302,13.240047209500258,ok
1.0,0.1,3,5,300,0.8,1.0830873467861948,11.628476222448551,ok
1.0,0.1,3,5,300,0.9,1.1018719274123325,11.811338137466953,ok
1.0,0.1,3,5,300,1.0,1.1014218817890187,11.844187158571081,ok
1.0,0.1,3,5,600,0.8,1.110318639055511,11.94330771250545,ok
1.0,0.1,3,5,600,0.9,1.1366486601533308,12.185714475315285,ok
1.0,0.1,3,5,600,1.0,1.1347562515699061,12.218641701246325,ok
1.0,0.1,3,5,900,0.8,1.117531678045165,12.06642608076772,ok
1.0,0.1,3,5,900,0.9,1.1644873943243816,12.49139722990478,ok
1.0,0.1,3,5,900,1.0,1.1451015566526406,12.366439389549594,ok
1.0,0.1,3,10,300,0.8,1.099214121575466,11.718217827755414,ok
1.0,0.1,3,10,300,0.9,1.0962782871925931,11.758053775020217,ok
1.0,0.1,3,10,300,1.0,1.1129475686356063,11.90560709937725,ok
1.0,0.1,3,10,600,0.8,1.1400833895867164,12.093846737319046,ok
1.0,0.1,3,10,600,0.9,1.116539549107058,12.039345697424391,ok
1.0,0.1,3,10,600,1.0,1.1598324682038674,12.436126668217447,ok
1.0,0.1,3,10,900,0.8,1.1440364518839474,12.202662376841834,ok
1.0,0.1,3,10,900,0.9,1.138063003488757,12.269427750260359,ok
1.0,0.1,3,10,900,1.0,1.1775551961125847,12.60136649262219,ok
1.0,0.1,5,1,300,0.8,1.1649855227857493,12.461709858332881,ok
1.0,0.1,5,1,300,0.9,1.185606275174389,12.636921690822247,ok
1.0,0.1,5,1,300,1.0,1.1828035445810083,12.623547385935481,ok
1.0,0.1,5,1,600,0.8,1.1983221539256224,12.810357890868616,ok
1.0,0.1,5,1,600,0.9,1.2196666726272767,12.983261955922037,ok
1.0,0.1,5,1,600,1.0,1.222376040882861,13.061815360159443,ok
1.0,0.1,5,1,900,0.8,1.2122294919459276,12.953697359357475,ok
1.0,0.1,5,1,900,0.9,1.2336787986008344,13.11571839294542,ok
1.0,0.1,5,1,900,1.0,1.2393414909764044,13.287069187026832,ok
1.0,0.1,5,5,300,0.8,1.1557222188203147,12.394098962267243,ok
1.0,0.1,5,5,300,0.9,1.154881739992088,12.249557581743966,ok
1.0,0.1,5,5,300,1.0,1.183050877585372,12.583368872517626,ok
1.0,0.1,5,5,600,0.8,1.196129414537282,12.848769060282281,ok
1.0,0.1,5,5,600,0.9,1.1870626710936403,12.49394500433695,ok
1.0,0.1,5,5,600,1.0,1.2242936419812536,13.012325688180097,ok
1.0,0.1,5,5,900,0.8,1.2180221805869833,13.076555894312348,ok
1.0,0.1,5,5,900,0.9,1.2020132728581645,12.675284896133416,ok
1.0,0.1,5,5,900,1.0,1.2289616040257827,13.07375356059636,ok
1.0,0.1,5,10,300,0.8,1.1672433693769702,12.346026911050265,ok
1.0,0.1,5,10,300,0.9,1.166647454160918,12.350916001382874,ok
1.0,0.1,5,10,300,1.0,1.165134584461662,12.405219080981805,ok
1.0,0.1,5,10,600,0.8,1.2195033086410239,12.837591676143099,ok
1.0,0.1,5,10,600,0.9,1.2122070228927493,12.77579813025073,ok
1.0,0.1,5,10,600,1.0,1.1995797222193434,12.742520252378851,ok
1.0,0.1,5,10,900,0.8,1.2453681014004259,13.093557233886042,ok
1.0,0.1,5,10,900,0.9,1.2277768525854786,12.944917635922888,ok
1.0,0.1,5,10,900,1.0,1.223173411788262,12.919317800013268,ok
1.0,0.1,7,1,300,0.8,1.2466571650160596,12.990668766125133,ok
1.0,0.1,7,1,300,0.9,1.192025651926462,12.668525868391106,ok
1.0,0.1,7,1,300,1.0,1.2015939369950495,12.932252531978916,ok
1.0,0.1,7,1,600,0.8,1.2589538342867694,13.139608218578518,ok
1.0,0.1,7,1,600,0.9,1.2054904221332479,12.761797641373208,ok
1.0,0.1,7,1,600,1.0,1.2154143864209022,13.093576118781622,ok
1.0,0.1,7,1,900,0.8,1.2611349212596645,13.165207192935513,ok
1.0,0.1,7,1,900,0.9,1.2081262161272246,12.78614622955069,ok
1.0,0.1,7,1,900,1.0,1.2195173619268822,13.117581310794757,ok
1.0,0.1,7,5,300,0.8,1.1620396736453087,12.423434096182826,ok
1.0,0.1,7,5,300,0.9,1.1743837255794103,12.465565886283958,ok
1.0,0.1,7,5,300,1.0,1.2012277494497419,12.801872188562909,ok
1.0,0.1,7,5,600,0.8,1.1753029211310189,12.592281332696029,ok
1.0,0.1,7,5,600,0.9,1.1825375272532055,12.604440589234327,ok
1.0,0.1,7,5,600,1.0,1.2230024697468573,13.019051244957238,ok
1.0,0.1,7,5,900,0.8,1.1816468348814864,12.650147113348144,ok
1.0,0.1,7,5,900,0.9,1.1895296138102451,12.674359255370607,ok
1.0,0.1,7,5,900,1.0,1.2325915352519772,13.094051858432804,ok
1.0,0.1,7,10,300,0.8,1.159506181652521,12.310291483108278,ok
1.0,0.1,7,10,300,0.9,1.1623634781444816,12.354131221825543,ok
1.0,0.1,7,10,300,1.0,1.189368740993342,12.57248277682057,ok
1.0,0.1,7,10,600,0.8,1.1995415630925887,12.69039587987452,ok
1.0,0.1,7,10,600,0.9,1.2012266099902915,12.72049739785317,ok
1.0,0.1,7,10,600,1.0,1.2245111364256283,12.900650693881946,ok
1.0,0.1,7,10,900,0.8,1.213827991815547,12.821118832923315,ok
1.0,0.1,7,10,900,0.9,1.208731981588309,12.820336045185247,ok
1.0,0.1,7,10,900,1.0,1.2314943309443402,12.985262019561107,ok
