colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,subsample,mape,rmse,status
0.8,0.03,5,1,900,0.8,1.1424666538137005,12.21279806379615,ok
0.8,0.03,5,1,900,0.9,1.1467224343441285,12.315927374931297,ok
0.8,0.03,5,1,900,1.0,1.1558011908751118,12.34354434367709,ok
0.8,0.03,5,5,300,0.8,1.076560173778336,11.54850056094284,ok
0.8,0.03,5,5,300,0.9,1.0880014655548884,11.650556006541873,ok
0.8,0.03,5,5,300,1.0,1.0885806232283195,11.667325776000244,ok
0.8,0.03,5,5,600,0.8,1.091540591084268,11.710186051097775,ok
0.8,0.03,5,5,600,0.9,1.1069379501660277,11.861676175916273,ok
0.8,0.03,5,5,600,1.0,1.1206877795721504,11.981265886327984,ok
0.8,0.03,5,5,900,0.8,1.1087865061046638,11.878247205286515,ok
0.8,0.03,5,5,900,0.9,1.128140519686729,12.087563480837122,ok
0.8,0.03,5,5,900,1.0,1.1459590880393953,12.188901336401385,ok
0.8,0.03,5,10,300,0.8,1.0755284188295935,11.510252348148335,ok
0.8,0.03,5,10,300,0.9,1.0771356388125066,11.518875912263589,ok
0.8,0.03,5,10,300,1.0,1.081985228718834,11.585335636653443,ok
0.8,0.03,5,10,600,0.8,1.1004229296465597,11.740815053318004,ok
0.8,0.03,5,10,600,0.9,1.0989368625218643,11.75303364734041,ok
0.8,0.03,5,10,600,1.0,1.1102185262374251,11.813165748330043,ok
0.8,0.03,5,10,900,0.8,1.1110262999944795,11.857495074746508,ok
0.8,0.03,5,10,900,0.9,1.117448775173403,11.917866145296244,ok
0.8,0.03,5,10,900,1.0,1.1343810056017234,12.043386800911055,ok
0.8,0.03,7,1,300,0.8,1.1382478834814844,12.18823751471045,ok
0.8,0.03,7,1,300,0.9,1.135431826076606,12.148369308108569,ok
0.8,0.03,7,1,300,1.0,1.144565570175764,12.231685231326109,ok
0.8,0.03,7,1,600,0.8,1.1656744616050154,12.398657130722032,ok
0.8,0.03,7,1,600,0.9,1.1637739602257566,12.395659129055256,ok
0.8,0.03,7,1,600,1.0,1.1733570041570864,12.434023113652328,ok
0.8,0.03,7,1,900,0.8,1.1875100050671878,12.582090400762832,ok
0.8,0.03,7,1,900,0.9,1.1844710896407666,12.552112374852646,ok
0.8,0.03,7,1,900,1.0,1.1916186446440948,12.584158181791935,ok
0.8,0.03,7,5,300,0.8,1.0874523473599864,11.665663645214842,ok
0.8,0.03,7,5,300,0.9,1.1013766743595992,11.754130613415814,ok
0.8,0.03,7,5,300,1.0,1.1091873406990251,11.854566516944551,ok
0.8,0.03,7,5,600,0.8,1.1120125396649303,11.967335062470761,ok
0.8,0.03,7,5,600,0.9,1.1249035199615778,11.972547830897923,ok
0.8,0.03,7,5,600,1.0,1.1418274620807904,12.151308156131488,ok
0.8,0.03,7,5,900,0.8,1.129693059901185,12.134939524066661,ok
0.8,0.03,7,5,900,0.9,1.14771841394686,12.220341066929786,ok
0.8,0.03,7,5,900,1.0,1.1607995393902604,12.346432375017898,ok
0.8,0.03,7,10,300,0.8,1.0915838552543387,11.661364521788709,ok
0.8,0.03,7,10,300,0.9,1.0899732721141742,11.672779457216869,ok
0.8,0.03,7,10,300,1.0,1.0895705143520555,11.709590749805031,ok
0.8,0.03,7,10,600,0.8,1.116847638036404,11.902216869599199,ok
0.8,0.03,7,10,600,0.9,1.1271449894723826,12.01256895242787,ok
0.8,0.03,7,10,600,1.0,1.1162588668676088,11.918610636690332,ok
0.8,0.03,7,10,900,0.8,1.1391488058874601,12.127402919586165,ok
0.8,0.03,7,10,900,0.9,1.1527420202626804,12.222007077585948,ok
0.8,0.03,7,10,900,1.0,1.145640527733947,12.15102680772453,ok
0.8,0.05,3,1,300,0.8,1.0830120865001225,11.640217032150936,ok
0.8,0.05,3,1,300,0.9,1.0727047013334479,11.549815932838957,ok
0.8,0.05,3,1,300,1.0,1.091803961135215,11.650519067602277,ok
0.8,0.05,3,1,600,0.8,1.1118375564838654,11.90638113697,ok
0.8,0.05,3,1,600,0.9,1.0941081752749415,11.79589677632697,ok
