Date,forecast
2020-09-11,819.7884457592934
2020-09-12,819.3944586316993
2020-09-13,819.5183363896401
2020-09-14,818.9793342268854
2020-09-15,819.8499570498391
2020-09-16,819.1952432349174
2020-09-17,818.4362054968553
2020-09-18,817.8482416210504
2020-09-19,817.5018341165744
2020-09-20,817.6882790818502
2020-09-21,817.2275557156163
2020-09-22,818.1936034146263
2020-09-23,817.6506714509183
2020-09-24,817.0200599392194
2020-09-25,816.576595884578
2020-09-26,816.3896848841039
2020-09-27,816.7492221022808
2020-09-28,816.4729074503095
2020-09-29,817.6332428184148
2020-09-30,817.4978438014782
2020-10-01,816.4921764377668
2020-10-02,816.6287877657282
2020-10-03,816.6476887804417
2020-10-04,817.2094796684132
2020-10-05,817.128873238787
2020-10-06,818.4767200476467
2020-10-07,818.3106512197876
2020-10-08,818.048554890396
2020-10-09,817.9612884584515
2020-10-10,818.1145074203539
2020-10-11,818.7949791246115
2020-10-12,818.8167924045999
2020-10-13,820.2517627679922
2020-10-14,820.157149392285
2020-10-15,819.9524152295814
2020-10-16,819.9099639982203
2020-10-17,820.0972575663736
2020-10-18,820.8032272494197
2020-10-19,820.8438259134177
2020-10-20,822.2940344189963
2020-10-21,822.2125921198599
2020-10-22,822.0219899776832
2020-10-23,821.9971930579875
2020-10-24,822.2080197264781
2020-10-25,822.9456369727072
2020-10-26,823.0274550383915
2020-10-27,824.5307487082252
2020-10-28,824.5144280268498
2020-10-29,824.4023034782313
2020-10-30,824.469844247747
2020-10-31,824.9940196858715
2020-11-01,825.2703712889838
2020-11-02,825.8580947097714
2020-11-03,827.5052169607018
2020-11-04,827.6419221708777
2020-11-05,827.6906614054651
2020-11-06,827.9248965915906
2020-11-07,828.4121950685965
2020-11-08,829.4410938053568
2020-11-09,829.824883312579
2020-11-10,831.638660445976
2020-11-11,831.9353732310133
2020-11-12,832.1358102009788
2020-11-13,832.511591478042
2020-11-14,833.1286514575995
2020-11-15,834.2743011798532
2020-11-16,834.7604534640125
2020-11-17,836.6623710304784
2020-11-18,837.0318115166858
2020-11-19,837.290326664224
2020-11-20,837.7103037053496
2020-11-21,838.3587607820784
2020-11-22,839.5245289440059
2020-11-23,840.0208390818348
2020-11-24,841.925687309405
2020-11-25,842.2920056954924
2020-11-26,842.5442025274715
2020-11-27,842.9571928911835
2020-11-28,843.600455114615
2020-11-29,844.7652915596088
2020-11-30,845.4742016474765
2020-12-01,846.8111456497065
2020-12-02,847.5754571076732
2020-12-03,847.8627287386917
2020-12-04,848.3234971249237
2020-12-05,849.0279558340449
2020-12-06,850.2677805182173
2020-12-07,850.8574399730935
2020-12-08,852.8778308339361
2020-12-09,853.3805678721367
2020-12-10,853.7911060129452
2020-12-11,854.3838776135208
2020-12-12,855.2270244090619
2020-12-13,856.6099902093829
2020-12-14,857.344297185796
2020-12-15,859.5089162886943
2020-12-16,860.1517134554642
2020-12-17,860.6959510000916
2020-12-18,861.4135566124785
2020-12-19,862.3702590978219
2020-12-20,863.8533988712263
2020-12-21,864.6721685917764
2020-12-22,866.9047048944888
2020-12-23,867.5966629542838
2020-12-24,868.1710572862646
2020-12-25,868.8996111856095
2020-12-26,869.8482350588256
2020-12-27,871.30498526778
2020-12-28,872.0796933156723
2020-12-29,874.2526988260997
2020-12-30,874.8704703163971
2020-12-31,875.5664795764146
